epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
261,2236.1,0.92773,0.14047,0,0.48645,1.80188,0.97731,1,0.98591,0.76665,0.97731,1,0.98591,0.96486,0.98639,0.0829,0,0.37872,1.71031,0.000713,0.000713,0.000713
262,2244.65,0.91556,0.16073,0,0.48175,1.79378,0.97731,1,0.9871,0.77682,0.97731,1,0.9871,0.96369,0.96889,0.08418,0,0.37847,1.69754,0.00070805,0.00070805,0.00070805
263,2253.29,0.9006,0.14014,0,0.46519,1.76205,0.97732,1,0.98748,0.7597,0.97732,1,0.98748,0.96385,1.02056,0.08432,0,0.37882,1.74036,0.0007031,0.0007031,0.0007031
264,2261.87,0.93265,0.14441,0,0.48337,1.8065,0.97732,1,0.98604,0.75819,0.97732,1,0.98604,0.96315,1.01423,0.08388,0,0.37675,1.73803,0.00069815,0.00069815,0.00069815
265,2270.45,0.91194,0.15186,0,0.47549,1.79199,0.97732,1,0.9867,0.77006,0.97732,1,0.9867,0.96348,0.98004,0.08436,0,0.37396,1.70499,0.0006932,0.0006932,0.0006932
266,2279.08,0.93417,0.13791,0,0.48663,1.79784,0.97731,1,0.98807,0.76844,0.97731,1,0.98807,0.96493,0.99442,0.08448,0,0.38136,1.71811,0.00068825,0.00068825,0.00068825
267,2287.64,0.9407,0.1385,0,0.47763,1.82116,0.97731,1,0.98755,0.76871,0.97731,1,0.98755,0.96571,0.99607,0.08555,0,0.37803,1.71843,0.0006833,0.0006833,0.0006833
268,2296.29,0.89751,0.13134,0,0.47493,1.77373,0.97732,1,0.98764,0.76838,0.97732,1,0.98764,0.96532,1.01155,0.08515,0,0.38118,1.73088,0.00067835,0.00067835,0.00067835
269,2305.01,0.91371,0.13225,0,0.4727,1.7761,0.97744,1,0.98706,0.77545,0.97744,1,0.98706,0.96594,0.971,0.08213,0,0.37526,1.69341,0.0006734,0.0006734,0.0006734
270,2313.58,0.92473,0.15444,0,0.49214,1.80599,0.97732,1,0.98761,0.77682,0.97732,1,0.98761,0.96616,0.97107,0.0821,0,0.37341,1.69412,0.00066845,0.00066845,0.00066845
271,2322.16,0.9242,0.13301,0,0.47397,1.80758,0.97734,1,0.98509,0.77034,0.97734,1,0.98509,0.96385,0.97816,0.08444,0,0.37347,1.70347,0.0006635,0.0006635,0.0006635
272,2330.71,0.92015,0.13669,0,0.4775,1.7943,0.97736,1,0.98612,0.76744,0.97736,1,0.98612,0.96362,0.97795,0.08421,0,0.37293,1.70365,0.00065855,0.00065855,0.00065855
273,2339.4,0.90978,0.15001,0,0.47699,1.77617,0.97734,1,0.98673,0.77184,0.97734,1,0.98673,0.96513,0.97919,0.08385,0,0.37239,1.70909,0.0006536,0.0006536,0.0006536
274,2347.97,0.91347,0.14112,0,0.48643,1.777,0.97732,1,0.98694,0.77413,0.97732,1,0.98694,0.96536,0.97258,0.08676,0,0.37133,1.69924,0.00064865,0.00064865,0.00064865
275,2356.52,0.91087,0.13255,0,0.47618,1.78465,0.97731,1,0.98682,0.77045,0.97731,1,0.98682,0.96477,0.98409,0.08549,0,0.37351,1.70785,0.0006437,0.0006437,0.0006437
276,2365.1,0.88947,0.1512,0,0.47039,1.75078,0.97733,1,0.986,0.77542,0.97733,1,0.986,0.96467,0.96422,0.08459,0,0.37384,1.69277,0.00063875,0.00063875,0.00063875
277,2373.87,0.9265,0.12427,0,0.4795,1.78358,0.97731,1,0.98569,0.77358,0.97731,1,0.98569,0.96495,0.96756,0.0849,0,0.37558,1.69637,0.0006338,0.0006338,0.0006338
278,2382.42,0.90411,0.1463,0,0.46575,1.78892,0.97734,1,0.98499,0.76075,0.97734,1,0.98499,0.9635,1.00342,0.0842,0,0.37663,1.72678,0.00062885,0.00062885,0.00062885
279,2390.97,0.89606,0.14578,0,0.47802,1.75409,0.97735,1,0.9862,0.7578,0.97735,1,0.9862,0.96426,1.01337,0.08329,0,0.37482,1.734,0.0006239,0.0006239,0.0006239
280,2399.61,0.89803,0.12601,0,0.48512,1.76572,0.97742,1,0.98657,0.76676,0.97742,1,0.98657,0.96443,0.99598,0.08278,0,0.37417,1.72001,0.00061895,0.00061895,0.00061895
281,2408.17,0.89659,0.15338,0,0.4718,1.75935,0.97737,1,0.98638,0.76728,0.97737,1,0.98638,0.9644,0.99338,0.08261,0,0.37201,1.717,0.000614,0.000614,0.000614
282,2416.78,0.91751,0.14556,0,0.48072,1.78182,0.97744,1,0.98673,0.77076,0.97744,1,0.98673,0.96473,0.97934,0.08359,0,0.37068,1.70302,0.00060905,0.00060905,0.00060905
283,2425.36,0.90682,0.14709,0,0.45885,1.77529,0.97731,1,0.98515,0.7735,0.97731,1,0.98515,0.96316,0.96517,0.08441,0,0.37209,1.69436,0.0006041,0.0006041,0.0006041
284,2434,0.89366,0.1458,0,0.46203,1.76164,0.97735,1,0.98622,0.77203,0.97735,1,0.98622,0.96362,0.95569,0.08429,0,0.37042,1.68718,0.00059915,0.00059915,0.00059915
285,2442.58,0.89129,0.1515,0,0.45818,1.75913,0.97741,1,0.98547,0.76604,0.97741,1,0.98547,0.96355,0.99158,0.08293,0,0.37045,1.71761,0.0005942,0.0005942,0.0005942
286,2451.23,0.9049,0.13478,0,0.47073,1.76198,0.97743,1,0.98546,0.76477,0.97743,1,0.98546,0.9629,0.99722,0.08338,0,0.37282,1.71902,0.00058925,0.00058925,0.00058925
287,2459.79,0.88956,0.12262,0,0.464,1.76145,0.97733,1,0.9867,0.76807,0.97733,1,0.9867,0.96364,0.98516,0.08418,0,0.37024,1.70762,0.0005843,0.0005843,0.0005843
288,2468.39,0.89697,0.12336,0,0.46521,1.75355,0.97732,1,0.98662,0.76592,0.97732,1,0.98662,0.96364,1.00002,0.08379,0,0.37063,1.71523,0.00057935,0.00057935,0.00057935
289,2477,0.91029,0.15305,0,0.47318,1.76689,0.97731,1,0.98659,0.76933,0.97731,1,0.98659,0.96372,0.99177,0.08419,0,0.36839,1.70915,0.0005744,0.0005744,0.0005744
290,2485.55,0.87635,0.12065,0,0.45338,1.7566,0.97735,1,0.98506,0.7687,0.97735,1,0.98506,0.96255,0.99011,0.08277,0,0.3713,1.70857,0.00056945,0.00056945,0.00056945
291,2494.2,0.92388,0.13596,0,0.47714,1.7917,0.97734,1,0.9858,0.76921,0.97734,1,0.9858,0.96323,0.98873,0.08187,0,0.37197,1.71292,0.0005645,0.0005645,0.0005645
292,2502.74,0.88059,0.14589,0,0.45638,1.74586,0.97744,1,0.98576,0.76934,0.97744,1,0.98576,0.96416,0.99655,0.08146,0,0.37148,1.71711,0.00055955,0.00055955,0.00055955
293,2511.51,0.90567,0.12921,0,0.46605,1.77121,0.97732,1,0.98616,0.76293,0.97732,1,0.98616,0.96398,1.01657,0.08253,0,0.37133,1.7331,0.0005546,0.0005546,0.0005546
294,2520.05,0.89807,0.12673,0,0.4795,1.7669,0.97734,1,0.98703,0.77113,0.97734,1,0.98703,0.96451,0.99589,0.08401,0,0.37182,1.72034,0.00054965,0.00054965,0.00054965
295,2528.74,0.9022,0.14799,0,0.46393,1.76819,0.97732,1,0.98684,0.76791,0.97732,1,0.98684,0.96444,1.00253,0.08399,0,0.37158,1.72213,0.0005447,0.0005447,0.0005447
296,2537.31,0.88884,0.12843,0,0.46621,1.7457,0.97731,1,0.98767,0.7681,0.97731,1,0.98767,0.96644,0.994,0.08471,0,0.36838,1.71638,0.00053975,0.00053975,0.00053975
297,2545.99,0.91078,0.12734,0,0.4674,1.78304,0.9773,1,0.98796,0.77559,0.9773,1,0.98796,0.96521,0.96936,0.08474,0,0.36829,1.69731,0.0005348,0.0005348,0.0005348
298,2554.61,0.91331,0.13689,0,0.47247,1.77504,0.97728,1,0.98753,0.77449,0.97728,1,0.98753,0.96566,0.96958,0.08252,0,0.36673,1.69979,0.00052985,0.00052985,0.00052985
299,2563.22,0.88114,0.1225,0,0.45385,1.74668,0.97731,1,0.98799,0.77106,0.97731,1,0.98799,0.96702,0.99013,0.08248,0,0.36746,1.71016,0.0005249,0.0005249,0.0005249
300,2571.8,0.87627,0.12971,0,0.47035,1.74778,0.97736,1,0.98799,0.77395,0.97736,1,0.98799,0.96596,0.98671,0.08344,0,0.36716,1.70611,0.00051995,0.00051995,0.00051995
301,2580.33,0.87727,0.14134,0,0.45369,1.74388,0.97737,1,0.9873,0.77092,0.97737,1,0.9873,0.96608,0.98519,0.08226,0,0.36779,1.71005,0.000515,0.000515,0.000515
302,2588.97,0.90641,0.13717,0,0.46649,1.77234,0.97738,1,0.98677,0.77862,0.97738,1,0.98677,0.96524,0.9666,0.08216,0,0.36601,1.69432,0.00051005,0.00051005,0.00051005
303,2597.55,0.89169,0.13606,0,0.4607,1.75091,0.97732,1,0.9872,0.77575,0.97732,1,0.9872,0.96469,0.97659,0.08167,0,0.36634,1.69955,0.0005051,0.0005051,0.0005051
304,2606.26,0.8851,0.11992,0,0.4544,1.74392,0.97732,1,0.9873,0.76925,0.97732,1,0.9873,0.9645,0.98448,0.08197,0,0.36603,1.70555,0.00050015,0.00050015,0.00050015
305,2614.95,0.88591,0.12816,0,0.46935,1.76053,0.97732,1,0.98629,0.77209,0.97732,1,0.98629,0.9658,0.97652,0.08189,0,0.3644,1.69472,0.0004952,0.0004952,0.0004952
306,2623.51,0.90153,0.11138,0,0.46328,1.75101,0.97741,1,0.98746,0.76854,0.97741,1,0.98746,0.96614,1.00269,0.08159,0,0.36804,1.71879,0.00049025,0.00049025,0.00049025
307,2632.08,0.88679,0.13574,0,0.44563,1.75956,0.97743,1,0.98796,0.77452,0.97743,1,0.98796,0.96632,0.98205,0.08357,0,0.36502,1.70328,0.0004853,0.0004853,0.0004853
308,2640.65,0.88582,0.12029,0,0.45105,1.75615,0.97738,1,0.98758,0.77139,0.97738,1,0.98758,0.96564,0.99122,0.0833,0,0.36514,1.71297,0.00048035,0.00048035,0.00048035
309,2649.32,0.88615,0.11417,0,0.45633,1.76681,0.97741,1,0.98686,0.77094,0.97741,1,0.98686,0.96538,0.9874,0.08297,0,0.36637,1.70556,0.0004754,0.0004754,0.0004754
310,2657.93,0.88211,0.12118,0,0.46092,1.75514,0.97741,1,0.98607,0.75942,0.97741,1,0.98607,0.96453,1.00407,0.08296,0,0.36706,1.71959,0.00047045,0.00047045,0.00047045
311,2666.51,0.88949,0.13397,0,0.4597,1.75363,0.97739,1,0.98436,0.75986,0.97739,1,0.98436,0.96318,1.01271,0.08212,0,0.36661,1.73005,0.0004655,0.0004655,0.0004655
312,2675.15,0.87955,0.1419,0,0.45214,1.74465,0.97731,1,0.98431,0.76601,0.97731,1,0.98431,0.96335,0.99769,0.082,0,0.36562,1.72121,0.00046055,0.00046055,0.00046055
313,2683.72,0.89375,0.14161,0,0.47346,1.76369,0.97737,1,0.98431,0.7726,0.97737,1,0.98431,0.96336,0.96936,0.08207,0,0.36547,1.69449,0.0004556,0.0004556,0.0004556
314,2692.54,0.88315,0.13486,0,0.44882,1.74544,0.97739,1,0.98383,0.77133,0.97739,1,0.98383,0.96355,0.96895,0.0806,0,0.36373,1.69317,0.00045065,0.00045065,0.00045065
315,2701.09,0.8757,0.12517,0,0.45922,1.74355,0.97732,1,0.98403,0.77045,0.97732,1,0.98403,0.96418,0.96523,0.08121,0,0.36318,1.68939,0.0004457,0.0004457,0.0004457
316,2709.76,0.88336,0.12529,0,0.45299,1.75934,0.97732,1,0.98357,0.77515,0.97732,1,0.98357,0.96332,0.96102,0.08128,0,0.36248,1.69016,0.00044075,0.00044075,0.00044075
317,2718.32,0.87114,0.14227,0,0.45252,1.72989,0.97734,1,0.98347,0.78003,0.97734,1,0.98347,0.96321,0.94889,0.08129,0,0.36222,1.68136,0.0004358,0.0004358,0.0004358
318,2726.88,0.88181,0.13141,0,0.45371,1.75208,0.97731,1,0.98329,0.77623,0.97731,1,0.98329,0.96266,0.95642,0.08163,0,0.36279,1.68974,0.00043085,0.00043085,0.00043085
319,2735.5,0.89344,0.13211,0,0.45958,1.74838,0.97737,1,0.98323,0.77159,0.97737,1,0.98323,0.96326,0.96171,0.08199,0,0.36435,1.69234,0.0004259,0.0004259,0.0004259
320,2744.05,0.86748,0.15057,0,0.45797,1.73323,0.97743,1,0.9838,0.77018,0.97743,1,0.9838,0.96305,0.96675,0.08186,0,0.36345,1.69296,0.00042095,0.00042095,0.00042095
321,2752.64,0.88472,0.12779,0,0.46221,1.75477,0.97739,1,0.9861,0.77897,0.97739,1,0.9861,0.96395,0.95839,0.08166,0,0.36412,1.68525,0.000416,0.000416,0.000416
322,2761.26,0.87154,0.13076,0,0.45009,1.74832,0.97731,1,0.98661,0.77512,0.97731,1,0.98661,0.96415,0.97119,0.08208,0,0.36323,1.69345,0.00041105,0.00041105,0.00041105
323,2769.95,0.88658,0.13039,0,0.45333,1.7554,0.97732,1,0.98689,0.77655,0.97732,1,0.98689,0.96455,0.96465,0.08194,0,0.36258,1.68817,0.0004061,0.0004061,0.0004061
324,2778.51,0.86192,0.12364,0,0.44361,1.71031,0.97732,1,0.98669,0.7724,0.97732,1,0.98669,0.96479,0.98465,0.08131,0,0.36293,1.70523,0.00040115,0.00040115,0.00040115
325,2787.11,0.86579,0.12065,0,0.44694,1.73929,0.97732,1,0.98623,0.77528,0.97732,1,0.98623,0.96545,0.97143,0.08105,0,0.36016,1.69655,0.0003962,0.0003962,0.0003962
326,2795.79,0.86958,0.1408,0,0.45763,1.72943,0.97732,1,0.98561,0.77859,0.97732,1,0.98561,0.96473,0.94893,0.08082,0,0.35864,1.67792,0.00039125,0.00039125,0.00039125
327,2804.36,0.86453,0.13488,0,0.43966,1.73361,0.97732,1,0.98601,0.77425,0.97732,1,0.98601,0.96451,0.96606,0.08082,0,0.35946,1.68884,0.0003863,0.0003863,0.0003863
328,2812.95,0.87046,0.11947,0,0.45584,1.74273,0.97732,1,0.98606,0.77633,0.97732,1,0.98606,0.96421,0.96244,0.0809,0,0.35896,1.68857,0.00038135,0.00038135,0.00038135
329,2821.61,0.86501,0.13548,0,0.45586,1.73472,0.97732,1,0.98649,0.77449,0.97732,1,0.98649,0.96474,0.97868,0.0807,0,0.3615,1.69923,0.0003764,0.0003764,0.0003764
330,2830.42,0.89664,0.13679,0,0.46344,1.77688,0.97732,1,0.98667,0.77142,0.97732,1,0.98667,0.96475,0.97632,0.08096,0,0.36247,1.69889,0.00037145,0.00037145,0.00037145
331,2839.22,0.88099,0.13264,0,0.44767,1.74705,0.97732,1,0.98612,0.77297,0.97732,1,0.98612,0.96435,0.9739,0.08187,0,0.36216,1.69893,0.0003665,0.0003665,0.0003665
332,2847.77,0.84629,0.11826,0,0.43907,1.71313,0.97732,1,0.98602,0.77005,0.97732,1,0.98602,0.96455,0.987,0.08178,0,0.36128,1.7093,0.00036155,0.00036155,0.00036155
333,2856.4,0.85408,0.12675,0,0.44889,1.71638,0.97731,1,0.98536,0.77817,0.97731,1,0.98536,0.96419,0.95717,0.08144,0,0.35855,1.68554,0.0003566,0.0003566,0.0003566
334,2864.95,0.86821,0.12471,0,0.44993,1.72484,0.97736,1,0.98553,0.77596,0.97736,1,0.98553,0.96415,0.96421,0.08109,0,0.36141,1.69155,0.00035165,0.00035165,0.00035165
335,2873.54,0.85971,0.11176,0,0.44582,1.73384,0.97737,1,0.98524,0.77295,0.97737,1,0.98524,0.96352,0.97774,0.08062,0,0.36248,1.70072,0.0003467,0.0003467,0.0003467
336,2882.27,0.88544,0.13777,0,0.4605,1.74976,0.97741,1,0.98498,0.77556,0.97741,1,0.98498,0.9634,0.96688,0.08077,0,0.36189,1.69207,0.00034175,0.00034175,0.00034175
337,2890.82,0.86422,0.13421,0,0.44609,1.71373,0.97744,1,0.98504,0.77517,0.97744,1,0.98504,0.96322,0.96635,0.08,0,0.36245,1.69023,0.0003368,0.0003368,0.0003368
338,2899.36,0.85781,0.12396,0,0.44667,1.70953,0.97762,1,0.98505,0.7743,0.97762,1,0.98505,0.96319,0.96745,0.08062,0,0.36148,1.69126,0.00033185,0.00033185,0.00033185
339,2907.98,0.86036,0.11631,0,0.45697,1.72812,0.97744,1,0.9855,0.76936,0.97744,1,0.9855,0.96359,0.98922,0.08054,0,0.36348,1.70517,0.0003269,0.0003269,0.0003269
340,2916.6,0.86548,0.12485,0,0.44007,1.72253,0.97752,1,0.98524,0.77299,0.97752,1,0.98524,0.96316,0.97863,0.08005,0,0.36369,1.69647,0.00032195,0.00032195,0.00032195
341,2925.21,0.86015,0.12184,0,0.45385,1.72468,0.97742,1,0.98653,0.77487,0.97742,1,0.98653,0.96439,0.97689,0.07974,0,0.36179,1.69573,0.000317,0.000317,0.000317
342,2933.82,0.85108,0.1207,0,0.43407,1.73078,0.97741,1,0.98654,0.77821,0.97741,1,0.98654,0.96465,0.96387,0.07977,0,0.36152,1.68689,0.00031205,0.00031205,0.00031205
343,2942.49,0.85713,0.12153,0,0.44521,1.71066,0.97741,1,0.98613,0.77695,0.97741,1,0.98613,0.96428,0.96177,0.07973,0,0.35938,1.68306,0.0003071,0.0003071,0.0003071
344,2951.06,0.86,0.11773,0,0.43887,1.73586,0.97741,1,0.98637,0.77278,0.97741,1,0.98637,0.96473,0.97421,0.08007,0,0.36015,1.69091,0.00030215,0.00030215,0.00030215
345,2959.67,0.84638,0.12505,0,0.43671,1.73046,0.97738,1,0.9861,0.77784,0.97738,1,0.9861,0.9641,0.95652,0.08077,0,0.35784,1.67674,0.0002972,0.0002972,0.0002972
346,2968.23,0.87318,0.12876,0,0.44949,1.75022,0.9774,1,0.98643,0.7794,0.9774,1,0.98643,0.96435,0.95649,0.08043,0,0.35801,1.6774,0.00029225,0.00029225,0.00029225
347,2976.87,0.84595,0.12713,0,0.43507,1.71569,0.97737,1,0.98575,0.78256,0.97737,1,0.98575,0.96429,0.94126,0.08051,0,0.3576,1.67166,0.0002873,0.0002873,0.0002873
348,2985.46,0.88122,0.13292,0,0.45281,1.74292,0.97731,1,0.98568,0.77863,0.97731,1,0.98568,0.96434,0.94595,0.08096,0,0.35671,1.67592,0.00028235,0.00028235,0.00028235
349,2994.02,0.85592,0.12059,0,0.45029,1.72176,0.97731,1,0.98586,0.77664,0.97731,1,0.98586,0.96474,0.95846,0.08152,0,0.35819,1.68498,0.0002774,0.0002774,0.0002774
350,3002.67,0.85696,0.12464,0,0.44936,1.71894,0.97736,1,0.98539,0.77821,0.97736,1,0.98539,0.96484,0.9534,0.08134,0,0.35966,1.68023,0.00027245,0.00027245,0.00027245
351,3011.47,0.85683,0.11029,0,0.43596,1.72909,0.97731,1,0.98584,0.77379,0.97731,1,0.98584,0.9653,0.97275,0.08152,0,0.36105,1.69387,0.0002675,0.0002675,0.0002675
352,3020.02,0.85717,0.12781,0,0.45322,1.72827,0.97731,1,0.98565,0.77295,0.97731,1,0.98565,0.96521,0.97067,0.08093,0,0.35946,1.69089,0.00026255,0.00026255,0.00026255
353,3028.62,0.84352,0.11331,0,0.42583,1.70964,0.97735,1,0.98569,0.77541,0.97735,1,0.98569,0.96497,0.96104,0.0804,0,0.35999,1.68457,0.0002576,0.0002576,0.0002576
354,3037.27,0.86751,0.1409,0,0.44614,1.72256,0.97738,1,0.98564,0.77595,0.97738,1,0.98564,0.96475,0.95858,0.0808,0,0.35998,1.6835,0.00025265,0.00025265,0.00025265
355,3045.83,0.85515,0.1117,0,0.44141,1.71821,0.9774,1,0.98599,0.77914,0.9774,1,0.98599,0.96481,0.95496,0.08051,0,0.35966,1.67994,0.0002477,0.0002477,0.0002477
356,3054.43,0.87479,0.12173,0,0.45088,1.75207,0.97736,1,0.986,0.77846,0.97736,1,0.986,0.96565,0.95497,0.08072,0,0.35753,1.68023,0.00024275,0.00024275,0.00024275
357,3063.11,0.86257,0.12527,0,0.4342,1.7275,0.97731,1,0.98599,0.77761,0.97731,1,0.98599,0.96549,0.96075,0.08021,0,0.35769,1.6826,0.0002378,0.0002378,0.0002378
358,3071.77,0.86445,0.13685,0,0.45525,1.72414,0.97731,1,0.98612,0.77861,0.97731,1,0.98612,0.96535,0.95648,0.08051,0,0.35809,1.68094,0.00023285,0.00023285,0.00023285
359,3080.33,0.84851,0.12388,0,0.44127,1.72097,0.97731,1,0.98577,0.77525,0.97731,1,0.98577,0.9648,0.96323,0.08061,0,0.3595,1.68481,0.0002279,0.0002279,0.0002279
360,3088.92,0.82704,0.10821,0,0.43448,1.69055,0.97731,1,0.98566,0.77971,0.97731,1,0.98566,0.96482,0.95404,0.08088,0,0.35721,1.68002,0.00022295,0.00022295,0.00022295
361,3097.58,0.85157,0.11953,0,0.42756,1.73009,0.97737,1,0.98608,0.77978,0.97737,1,0.98608,0.9652,0.94533,0.08075,0,0.35653,1.67562,0.000218,0.000218,0.000218
362,3106.2,0.84875,0.12957,0,0.44389,1.71147,0.97737,1,0.98579,0.78056,0.97737,1,0.98579,0.96497,0.94351,0.08061,0,0.35727,1.67307,0.00021305,0.00021305,0.00021305
363,3114.82,0.8254,0.11083,0,0.4363,1.68812,0.97737,1,0.98577,0.78194,0.97737,1,0.98577,0.96469,0.95022,0.08057,0,0.35803,1.6782,0.0002081,0.0002081,0.0002081
364,3123.5,0.85584,0.12884,0,0.45277,1.72201,0.97731,1,0.98592,0.78187,0.97731,1,0.98592,0.96438,0.9519,0.08064,0,0.35878,1.6796,0.00020315,0.00020315,0.00020315
365,3132.1,0.85386,0.1349,0,0.43761,1.72933,0.97731,1,0.98618,0.78058,0.97731,1,0.98618,0.96486,0.95114,0.08012,0,0.35855,1.67725,0.0001982,0.0001982,0.0001982
366,3140.69,0.82493,0.10584,0,0.4264,1.68718,0.97736,1,0.98692,0.7821,0.97736,1,0.98692,0.96541,0.9568,0.08033,0,0.35856,1.68274,0.00019325,0.00019325,0.00019325
367,3149.46,0.82631,0.123,0,0.43521,1.69349,0.97737,1,0.98723,0.77909,0.97737,1,0.98723,0.9655,0.96564,0.08042,0,0.36058,1.68901,0.0001883,0.0001883,0.0001883
368,3158.05,0.84091,0.12997,0,0.43685,1.70879,0.9774,1,0.98726,0.77975,0.9774,1,0.98726,0.96556,0.96259,0.08014,0,0.36035,1.68588,0.00018335,0.00018335,0.00018335
369,3166.65,0.84048,0.13258,0,0.43067,1.70616,0.97741,1,0.9871,0.77629,0.97741,1,0.9871,0.9655,0.9744,0.08076,0,0.35914,1.69428,0.0001784,0.0001784,0.0001784
370,3175.2,0.85376,0.13264,0,0.44369,1.71306,0.97742,1,0.98734,0.77178,0.97742,1,0.98734,0.96603,0.99846,0.08054,0,0.36374,1.71208,0.00017345,0.00017345,0.00017345
371,3183.94,0.85765,0.11298,0,0.44817,1.71616,0.97743,1,0.98735,0.77541,0.97743,1,0.98735,0.96602,0.97936,0.08073,0,0.36092,1.69702,0.0001685,0.0001685,0.0001685
372,3192.5,0.82781,0.11308,0,0.43199,1.68712,0.97742,1,0.98728,0.77482,0.97742,1,0.98728,0.96561,0.97862,0.07982,0,0.36097,1.69685,0.00016355,0.00016355,0.00016355
373,3201.06,0.82848,0.11507,0,0.43456,1.68642,0.97742,1,0.98727,0.77556,0.97742,1,0.98727,0.96592,0.97904,0.08013,0,0.36078,1.69599,0.0001586,0.0001586,0.0001586
374,3210.04,0.84596,0.13147,0,0.43601,1.71168,0.97741,1,0.98678,0.77973,0.97741,1,0.98678,0.96531,0.96807,0.08005,0,0.35853,1.68774,0.00015365,0.00015365,0.00015365
375,3218.63,0.84463,0.12462,0,0.43947,1.709,0.97742,1,0.98682,0.78242,0.97742,1,0.98682,0.96529,0.95571,0.08034,0,0.35819,1.67898,0.0001487,0.0001487,0.0001487
376,3227.22,0.82922,0.1263,0,0.42058,1.71012,0.97743,1,0.9866,0.78356,0.97743,1,0.9866,0.96461,0.95066,0.08025,0,0.35785,1.67467,0.00014375,0.00014375,0.00014375
377,3236.11,0.83081,0.12219,0,0.41998,1.69884,0.9774,1,0.98696,0.78329,0.9774,1,0.98696,0.96484,0.9585,0.08043,0,0.35976,1.67896,0.0001388,0.0001388,0.0001388
378,3244.77,0.8385,0.11942,0,0.42952,1.6939,0.9774,1,0.98682,0.78176,0.9774,1,0.98682,0.9652,0.95994,0.08057,0,0.35876,1.67979,0.00013385,0.00013385,0.00013385
379,3253.35,0.83326,0.1241,0,0.41923,1.69247,0.97743,1,0.98665,0.78086,0.97743,1,0.98665,0.96492,0.96508,0.08023,0,0.35943,1.68215,0.0001289,0.0001289,0.0001289
380,3261.91,0.84027,0.14007,0,0.43418,1.71002,0.97755,1,0.98674,0.7792,0.97755,1,0.98674,0.96488,0.96572,0.08024,0,0.3603,1.68293,0.00012395,0.00012395,0.00012395
381,3270.58,0.82798,0.1251,0,0.42226,1.69798,0.97743,1,0.98676,0.77952,0.97743,1,0.98676,0.96489,0.9644,0.08014,0,0.35998,1.68166,0.000119,0.000119,0.000119
382,3279.24,0.81085,0.12224,0,0.42226,1.68445,0.97739,1,0.9868,0.78025,0.97739,1,0.9868,0.96578,0.95856,0.08,0,0.35942,1.67901,0.00011405,0.00011405,0.00011405
383,3287.85,0.84972,0.11969,0,0.43362,1.71415,0.97738,1,0.98724,0.78278,0.97738,1,0.98724,0.96568,0.95502,0.07974,0,0.35796,1.67661,0.0001091,0.0001091,0.0001091
384,3296.54,0.84498,0.11131,0,0.44444,1.72071,0.97738,1,0.98735,0.78354,0.97738,1,0.98735,0.96614,0.95722,0.07979,0,0.3577,1.67772,0.00010415,0.00010415,0.00010415
385,3305.23,0.84793,0.11218,0,0.43373,1.72637,0.97738,1,0.98717,0.78337,0.97738,1,0.98717,0.96536,0.95336,0.08016,0,0.35583,1.6762,9.92e-05,9.92e-05,9.92e-05
386,3313.8,0.82124,0.1019,0,0.42325,1.67736,0.97738,1,0.98715,0.78202,0.97738,1,0.98715,0.96558,0.9556,0.08015,0,0.35605,1.67688,9.425e-05,9.425e-05,9.425e-05
387,3322.42,0.83171,0.1378,0,0.43138,1.69664,0.97739,1,0.98713,0.78394,0.97739,1,0.98713,0.96579,0.95176,0.08021,0,0.35604,1.67342,8.93e-05,8.93e-05,8.93e-05
388,3331.13,0.82279,0.10797,0,0.43247,1.6917,0.9774,1,0.98737,0.78456,0.9774,1,0.98737,0.96604,0.95106,0.08009,0,0.35614,1.67249,8.435e-05,8.435e-05,8.435e-05
389,3339.78,0.81821,0.12065,0,0.42557,1.68153,0.9774,1,0.98719,0.78409,0.9774,1,0.98719,0.96541,0.95593,0.08015,0,0.35692,1.67504,7.94e-05,7.94e-05,7.94e-05
390,3348.37,0.84106,0.13025,0,0.43769,1.70369,0.9774,1,0.98727,0.78212,0.9774,1,0.98727,0.96528,0.96323,0.0802,0,0.35807,1.6812,7.445e-05,7.445e-05,7.445e-05
391,3358.61,0.73411,0.06873,0,0.32744,1.6537,0.9774,1,0.98734,0.78286,0.9774,1,0.98734,0.96558,0.96111,0.08015,0,0.35855,1.68031,6.95e-05,6.95e-05,6.95e-05
392,3367.14,0.72811,0.07125,0,0.3235,1.64353,0.9774,1,0.98788,0.78494,0.9774,1,0.98788,0.96576,0.9588,0.08008,0,0.35785,1.67859,6.455e-05,6.455e-05,6.455e-05
393,3375.73,0.72569,0.06771,0,0.31992,1.64571,0.97741,1,0.98807,0.78332,0.97741,1,0.98807,0.96624,0.9577,0.08013,0,0.35755,1.67853,5.96e-05,5.96e-05,5.96e-05
394,3384.39,0.72842,0.06781,0,0.32043,1.646,0.97742,1,0.98817,0.7811,0.97742,1,0.98817,0.96605,0.95769,0.08003,0,0.35763,1.67964,5.465e-05,5.465e-05,5.465e-05
